age	dominant_hand	english_level	familiarity	gender	language	max_touch_points	nationality	screen_height	screen_width	swipe_finger	swipe_hand	timestamp	uid	vendor
20	right	beginner	never	male	en	5	ph	640	360	thumb	both	1583160472	ol08ng1j74i3togha376tc8e4m	google inc.
20	right	intermediate	rarely	female	en	5	in	720	360	index	right	1583098727	p1bekb2q78gngurtba6g4asndh	google inc.
25	right	native	never	female	en	5	lc	846	412	thumb	right	1580260240	pm5af7fjuu1rigv72kkvd96tq1	google inc.
18	left	native	rarely	male	en	5	us	892	412	index	both	1581803497	puf0pmcs14nnmfivth024g30na	google inc.
22	left	intermediate	rarely	male	es	5	mx	780	360	index	right	1583250287	q24vsjmd40nvlckdosp58lvl7d	google inc.
20	right	native	rarely	female	en	5	us	740	360	thumb	right	1583198748	q4kn53r2ncul4j7lhfpl4b5ko9	google inc.
23	right	beginner	sometimes	female	en	5	pk	800	360	index	right	1582222846	qbjori9dtab54flimhlt94ge6h	google inc.
22	right	intermediate	sometimes	female	en	5	in	848	424	thumb	both	1580421166	qd6imo0dflvbm1tanfcjk50552	google inc.
29	right	native	everyday	female	en	5	us	740	360	thumb	right	1580352215	qjq3i76ueufqke6vj334uq8joo	google inc.
38	right	native	never	female	fr	5	us	869	412	thumb	both	1582896907	qksq4skp0rilj3t9mvehhcoo3m	google inc.
20	right	advanced	often	female	en	5	ht	892	412	thumb	both	1580535343	rbebami6qtjj6835q4cd5nb7uv	google inc.
30	right	advanced	often	female	en	5	in	760	360	index	both	1580357026	ref84uur2seft759hsh9up72k0	google inc.
19	right	beginner	sometimes	female	en	5	ph	780	360	thumb	right	1581428979	rrpdl82f53qtgntin2mpj2hnbi	google inc.
23	right	intermediate	never	female	en	5	ph	846	412	index	right	1580310870	s494moo3hc53i710r86894fpqk	google inc.
28	right	advanced	sometimes	female	pa	5	in	753	424	thumb	both	1582840081	sul0qfslfk30h6mrl1dp812gt5	google inc.
18	right	native	sometimes	female	fr	5	br	846	412	thumb	both	1581050488	th7dd037gkil21mojkbehj8s37	google inc.
20	left	native	rarely	male	en	5	us	740	360	thumb	right	1582901812	u7jjds5obfv1dk9oj3kbom91bs	google inc.
32	right	native	sometimes	female	en	5	us	780	360	index	both	1582730695	u9cfp73kqk16h34qb0rv2f8rfr	google inc.
27	left	native	sometimes	male	en	5	ph	760	360	thumb	both	1581059792	v30c018fnprd4qsa6mc6ots80p	google inc.
30	right	native	rarely	male	en	5	us	720	360	other	right	1579925088	voeun5ddqp6vjqkj1ck0a2avml	google inc.
20	right	advanced	never	female	en	5	sg	896	414	thumb	right	1583148257	vs9nmoj0kboa0uhoubblculnc7	apple computer, inc.
